Date,Open,High,Low,Close,Adj Close,Volume,Ticker,FOMC_Date,Event_Trading_Day
2020-01-27 00:00:00+00:00,149.24000549316406,149.32000732421875,148.4600067138672,148.99000549316406,148.99000549316406,9988100,GLD,2020-01-29 00:00:00+00:00,-2
2020-01-28 00:00:00+00:00,148.36000061035156,148.55999755859375,147.52999877929688,147.66000366210938,147.66000366210938,7543100,GLD,2020-01-29 00:00:00+00:00,-1
2020-01-29 00:00:00+00:00,147.6999969482422,148.55999755859375,147.61000061035156,148.4600067138672,148.4600067138672,5013100,GLD,2020-01-29 00:00:00+00:00,0
2020-01-30 00:00:00+00:00,148.69000244140625,149.30999755859375,148.00999450683594,148.47000122070312,148.47000122070312,9119500,GLD,2020-01-29 00:00:00+00:00,1
2020-01-31 00:00:00+00:00,148.8800048828125,149.67999267578125,148.80999755859375,149.3300018310547,149.3300018310547,14788300,GLD,2020-01-29 00:00:00+00:00,2
2020-02-28 00:00:00+00:00,152.7100067138672,152.77000427246094,147.0500030517578,148.3800048828125,148.3800048828125,42699600,GLD,2020-03-03 00:00:00+00:00,-2
2020-03-02 00:00:00+00:00,150.0,150.72999572753906,149.0399932861328,149.1999969482422,149.1999969482422,16295400,GLD,2020-03-03 00:00:00+00:00,-1
2020-03-03 00:00:00+00:00,150.83999633789062,155.24000549316406,150.74000549316406,153.88999938964844,153.88999938964844,28687700,GLD,2020-03-03 00:00:00+00:00,0
2020-03-04 00:00:00+00:00,154.39999389648438,154.9600067138672,153.6999969482422,154.16000366210938,154.16000366210938,12315500,GLD,2020-03-03 00:00:00+00:00,1
2020-03-05 00:00:00+00:00,156.05999755859375,157.6199951171875,155.72000122070312,157.49000549316406,157.49000549316406,17973500,GLD,2020-03-03 00:00:00+00:00,2
2020-03-12 00:00:00+00:00,151.52999877929688,151.5500030517578,146.85000610351562,147.7899932861328,147.7899932861328,32893400,GLD,2020-03-15 00:00:00+00:00,-2
2020-03-13 00:00:00+00:00,149.4199981689453,149.60000610351562,141.5800018310547,143.27999877929688,143.27999877929688,35177200,GLD,2020-03-15 00:00:00+00:00,-1
2020-03-16 00:00:00+00:00,137.55999755859375,142.9600067138672,136.1199951171875,141.63999938964844,141.63999938964844,24496000,GLD,2020-03-15 00:00:00+00:00,0
2020-03-17 00:00:00+00:00,140.17999267578125,146.1999969482422,139.92999267578125,143.55999755859375,143.55999755859375,24490300,GLD,2020-03-15 00:00:00+00:00,1
2020-03-18 00:00:00+00:00,141.75,142.8800048828125,138.5,140.6999969482422,140.6999969482422,21953400,GLD,2020-03-15 00:00:00+00:00,2
2020-04-27 00:00:00+00:00,161.8800048828125,162.0,160.41000366210938,161.55999755859375,161.55999755859375,9033500,GLD,2020-04-29 00:00:00+00:00,-2
2020-04-28 00:00:00+00:00,160.88999938964844,160.97999572753906,159.16000366210938,160.83999633789062,160.83999633789062,10383000,GLD,2020-04-29 00:00:00+00:00,-1
2020-04-29 00:00:00+00:00,160.10000610351562,161.85000610351562,159.75999450683594,161.72999572753906,161.72999572753906,12232300,GLD,2020-04-29 00:00:00+00:00,0
2020-04-30 00:00:00+00:00,160.22000122070312,160.82000732421875,158.1300048828125,158.8000030517578,158.8000030517578,13633500,GLD,2020-04-29 00:00:00+00:00,1
2020-05-01 00:00:00+00:00,158.0,160.4499969482422,157.8000030517578,159.77999877929688,159.77999877929688,10914300,GLD,2020-04-29 00:00:00+00:00,2
2020-06-08 00:00:00+00:00,158.89999389648438,159.86000061035156,158.47000122070312,159.72000122070312,159.72000122070312,9244400,GLD,2020-06-10 00:00:00+00:00,-2
2020-06-09 00:00:00+00:00,161.10000610351562,161.77999877929688,160.8699951171875,161.25999450683594,161.25999450683594,9045600,GLD,2020-06-10 00:00:00+00:00,-1
2020-06-10 00:00:00+00:00,162.10000610351562,163.6300048828125,160.52000427246094,163.57000732421875,163.57000732421875,13009300,GLD,2020-06-10 00:00:00+00:00,0
2020-06-11 00:00:00+00:00,163.35000610351562,164.05999755859375,161.97000122070312,162.38999938964844,162.38999938964844,11673900,GLD,2020-06-10 00:00:00+00:00,1
2020-06-12 00:00:00+00:00,163.41000366210938,163.8800048828125,162.55999755859375,162.6199951171875,162.6199951171875,6895400,GLD,2020-06-10 00:00:00+00:00,2
2020-07-27 00:00:00+00:00,181.85000610351562,182.8300018310547,181.52999877929688,182.22999572753906,182.22999572753906,21115600,GLD,2020-07-29 00:00:00+00:00,-2
2020-07-28 00:00:00+00:00,182.02000427246094,184.25999450683594,181.4199981689453,183.75,183.75,21164600,GLD,2020-07-29 00:00:00+00:00,-1
2020-07-29 00:00:00+00:00,184.00999450683594,186.13999938964844,182.38999938964844,185.1300048828125,185.1300048828125,25640100,GLD,2020-07-29 00:00:00+00:00,0
2020-07-30 00:00:00+00:00,183.44000244140625,184.3300018310547,182.1300048828125,183.75999450683594,183.75999450683594,18061200,GLD,2020-07-29 00:00:00+00:00,1
2020-07-31 00:00:00+00:00,184.50999450683594,185.75,184.1699981689453,185.42999267578125,185.42999267578125,15876700,GLD,2020-07-29 00:00:00+00:00,2
2020-09-14 00:00:00+00:00,183.57000732421875,184.3000030517578,183.38999938964844,183.88999938964844,183.88999938964844,9709500,GLD,2020-09-16 00:00:00+00:00,-2
2020-09-15 00:00:00+00:00,184.4600067138672,184.6699981689453,182.9199981689453,183.4499969482422,183.4499969482422,7993700,GLD,2020-09-16 00:00:00+00:00,-1
2020-09-16 00:00:00+00:00,184.97999572753906,185.00999450683594,183.3300018310547,183.97000122070312,183.97000122070312,12702400,GLD,2020-09-16 00:00:00+00:00,0
2020-09-17 00:00:00+00:00,181.9199981689453,183.08999633789062,181.47999572753906,182.9600067138672,182.9600067138672,8836200,GLD,2020-09-16 00:00:00+00:00,1
2020-09-18 00:00:00+00:00,183.07000732421875,184.08999633789062,182.63999938964844,183.1999969482422,183.1999969482422,9959700,GLD,2020-09-16 00:00:00+00:00,2
2020-11-03 00:00:00+00:00,178.9499969482422,179.38999938964844,178.3000030517578,178.9199981689453,178.9199981689453,7577200,GLD,2020-11-05 00:00:00+00:00,-2
2020-11-04 00:00:00+00:00,178.92999267578125,179.19000244140625,177.66000366210938,178.82000732421875,178.82000732421875,11117300,GLD,2020-11-05 00:00:00+00:00,-1
2020-11-05 00:00:00+00:00,181.0,183.2899932861328,180.97000122070312,182.92999267578125,182.92999267578125,16102800,GLD,2020-11-05 00:00:00+00:00,0
2020-11-06 00:00:00+00:00,183.39999389648438,183.52999877929688,182.19000244140625,183.19000244140625,183.19000244140625,10378300,GLD,2020-11-05 00:00:00+00:00,1
2020-11-09 00:00:00+00:00,176.4199981689453,176.4499969482422,173.63999938964844,175.0800018310547,175.0800018310547,29800700,GLD,2020-11-05 00:00:00+00:00,2
